index,product,user_id,age,date,review,ratings,repurchase,packaging,price
13111,Blush - Exhibit A,Charma22,,16 years ago,"Exhibit A is a hard blush to wear for those who are unfamiliar w/ the texture and pigmentation.  I'm an NC 30 for reference.  First of all, w/ this blush, LESS is definately more (or else you'll...",4.0,86%,4.3,4
13112,Blush - Exhibit A,miss_mae,25-29,16 years ago,"It took a lot of faith, and Sephora's generous return policy, to convince me to get this.  I've never tried NARS blushes before, but I've heard so many good things about them, I had to. Exhibit A's...",4.0,86%,4.3,4
13113,Blush - Exhibit A,bubblebball15,Under 18,16 years ago,"This color is amazing on fair to medium skin tones, cool or warm. All you need is a little bit, so this product with last for a while. This is not as expensive as some Nars cosmetics run, so don't...",4.0,86%,4.3,4
13119,Blush - Exhibit A,keahi,25-29,16 years ago,"Hands down the best single cosmetic item to pull you out of a beauty rut!  I'm obsessed with bright blush colors (with no brown tones to muddy them) since these produce the most natural flushes,...",5.0,86%,4.3,4
13120,Blush - Exhibit A,AmyBianca,25-29,16 years ago,"Gawd I love Nars blush. It's my all time favorite, unique but wearable colors, wondefully pigmented.... perfect =) Exhibit A looks waaaay scary in the pan, I would have taken one look at this in...",5.0,86%,4.3,4
13121,Blush - Exhibit A,skeet22,19-24,16 years ago,"Even though this looks bright orange in the pan, it looks absolutely beautiful if you apply it lightly. It looks great on my olive skin, but I don't know how natural it would look on someone with...",4.0,86%,4.3,4
13122,Blush - Exhibit A,charlyne,19-24,16 years ago,WoW! what a bright red in the compact but shows a reddish orange natural glow on my NC30 skin! Way too bright if you're not careful. Best to put some powders to set and make it more natural. What a...,5.0,86%,4.3,4
13123,Blush - Exhibit A,LayoverLifestyle,30-35,16 years ago,"This really is the ugliest bright orange in the pan but with the right application this is gorgeous.  If you put too much on, it looks garishly overdone and fake so be careful.  Best brush to use...",5.0,86%,4.3,4
13124,Blush - Exhibit A,sheep23,,16 years ago,"It's absolutely gorgeous!!!  With the right brush, I find it easy to blend and it's actually one of the most natural looking blush on.  But I do think this is one that's designed for those who love...",5.0,86%,4.3,4
13125,Blush - Exhibit A,aprillia,36-43,17 years ago,"This is the most godawful orange I've ever seen, and you want me to put it on my face? Yes, you too will have that reaction. Try it, just a dab, and blend the hell out of it.  Looks great, huh?...",5.0,86%,4.3,4
13126,Blush - Exhibit A,deadmilk,19-24,17 years ago,This blush can range from totally natural looking & fresh to doll like. Its cool & I like it. ,5.0,86%,4.3,4
13127,Blush - Exhibit A,bibz,19-24,17 years ago,"Yeah i know you've read it before but i stll have to say it, this is BRIGHT in the pan! brought this off ebay after reading reviews here. At first i was sad cos i thought i looked like i'd been...",4.0,86%,4.3,4
13128,Blush - Exhibit A,star811,19-24,17 years ago,Tomato red describes this blush perfectly. It's an orange toned BRIGHT red. It doesn't blend well for me. I've decided that I can't make this work on my cheeks because it makes me look really...,4.0,86%,4.3,4
13134,Blush - Exhibit A,red_cherry,19-24,17 years ago,"wow!!! this blush is stunning, it takes a bit of practice but when you get it right, you get the most beautiful, natural colour. i don't think i will ever have to repurchase, i just have to dab the...",5.0,86%,4.3,4
13135,Blush - Exhibit A,appleqn,19-24,17 years ago,"This is such a stunning color when applied sheerly. The MA used this color on me during a makeover and I could not resist getting it. It gives such a rosy, healthy glow and I tend to use a powder...",5.0,86%,4.3,4
13136,Blush - Exhibit A,kami,25-29,17 years ago,"Lovely blush!  Of course, it is definitely scary when you open the compact!  This blush is my most natural shade, believe it or not. It is the color I naturally blush. I use a Mac#168 brush with...",4.0,86%,4.3,4
13137,Blush - Exhibit A,given,44-55,17 years ago,"What can I say about this blush that hasn't already been said? Scariest color I ever bought, also one of my all time favs. Carefull application is a must. You can go from ""I do declare, it's a bit...",4.0,86%,4.3,4
13138,Blush - Exhibit A,cherrybomb83,19-24,17 years ago,"A dramatic colour in the pan, but if applied with a light hand, this products gives a glow rather then a blush! I find it works best with the Lancome ""skunk"" brush, as this allows you to see how...",5.0,86%,4.3,4
13139,Blush - Exhibit A,pamelap,30-35,17 years ago,Well this color intrigued me for the longest time so I just had to have it.  I like the color and tend to wear it in the fall.  I am very pale and have red/auburn hair blue/green eyes.  As nice as...,4.0,86%,4.3,4
13140,Blush - Exhibit A,LucyBelieves,25-29,17 years ago,"I clicked yes, I would buy this again but I don't think I will ever have to as it is so pigmented. It applies easily on my MAC NC37 skin and wears well. I use it  in winter for a flushed look and...",5.0,86%,4.3,4
13141,Blush - Exhibit A,bunny207,19-24,17 years ago,"Exhibit A looks like a bright tomato red blush but with a light hand it gives a natural flushed look.  It makes you look that you are blushing or that ""I just came back from running flush"".  Give...",5.0,86%,4.3,4
13142,Blush - Exhibit A,Mznuttabutta,25-29,17 years ago,I love this blush. Extremely bright is an understatement. I have to wear shades when I open the compact and apply it with a large blush. A few light swipes over the very top of my cheekbones to the...,5.0,86%,4.3,4
13143,Blush - Exhibit A,makeupbaby,19-24,17 years ago,"I bought this blush recently, and even though the colour is extremely frightening to look at, its one of the most amazing blushes ive tried. Its definitely one of Nar's highly pigmented blushes,...",4.0,86%,4.3,4
13149,Blush - Exhibit A,MsiLLneSs,19-24,17 years ago,This is the strongest powder blush I've ever tried. A light graze with my brush left a stain like spot which was hard to blend on my cheek. This is a great for wedding day blush. You'll get that...,5.0,86%,4.3,4
13150,Blush - Exhibit A,downik,19-24,17 years ago,"I am an Asian PPP and this blush looks lovely on me.  When I first put it on I overdid did and wound up looking scary, but the second time I shook off the brush a lot, used a really light hand, and...",4.0,86%,4.3,4
13151,Blush - Exhibit A,tashamichelle,,17 years ago,"Warning! Nars blushes are as addicting as crack. Proceed with caution! These have taken over my life! If you think it's the sheer novelty of them, you're probably right! BUT, they go on like butta!...",5.0,86%,4.3,4
13152,Blush - Exhibit A,purplecobra,25-29,17 years ago,"exhibit a is absolutely the best blush ive ever used. HG! it gives me the healthiest glow that im always trying to duplicate with pinkier tones.  it fits my olive complexion so well, even when i...",5.0,86%,4.3,4
13153,Blush - Exhibit A,Jean_sim,Under 18,17 years ago,My HG!!! This is scary in the pan but beautiful on!!! I use this with my MAC holiday petite set blush brush 2003 and it looks wonderful! I just lightly touch the brush to the pan and apply (No need...,5.0,86%,4.3,4
13154,Blush - Exhibit A,myyong,25-29,17 years ago,"<P>
A very unique product. I have a hard time getting Sin and Deep Throat to work on me. They are hard in the pan, and very little colour actually comes off. Exhibit A is very soft and much...",5.0,86%,4.3,4
13155,Blush - Exhibit A,hooked,36-43,17 years ago,"I now own four NARS blushes: Lovejoy (universal all season), Torrid (my winter splash of color on top of Lovejoy), Desire (my summer splash of color), and Exhibit A.  I have to write a review for...",5.0,86%,4.3,4
13156,Blush - Exhibit A,blusky,19-24,17 years ago,Oh what a gorgeous blush this is! i wish i could give it 6 stars! i love it so much! This is a very bright very pigmented red-orange color. It's not the kind of color i wear on the apple of my...,5.0,86%,4.3,4
13157,Blush - Exhibit A,sammifan,25-29,17 years ago,I've been itching to buy this blush ever since it came out and I read all the rave reviews on the m/u board and on productville. I never got around to buying it until recently at a makeover when...,5.0,86%,4.3,4
13158,Blush - Exhibit A,arabelle,56 & Over,17 years ago,"Absolutely love this blush. The color is just what I have been searching for. Yes, you do have to apply it very lightly because it is highly pigmented. I'm a warm PPP and this blush just glows on...",5.0,86%,4.3,4
13164,Blush - Exhibit A,PrincessAmina83,19-24,17 years ago,This blush is off the hook.  I think it's the pefect shade for my DDD skin.  The orange-red tones totally enliven my undertones and make my whole face glow.  I LOVE it...worth every penny.,5.0,86%,4.3,4
13165,Blush - Exhibit A,Shazlinkz,19-24,17 years ago,"Beautiful, bright orangy, red color. wouldn't recommend for pale complexions. Beautiful with a tan!looks like you've just been at the gym or run a mile! Gorgeous!",5.0,86%,4.3,4
13166,Blush - Exhibit A,kate303,19-24,18 years ago,"This was the first Nars blush I bought, and I love it.  I'm a PPP, NW15, and while it is easy to put too much on, such as today, it looks gorgeous and natural if you do it correctly.  The perfect...",4.0,86%,4.3,4
13167,Blush - Exhibit A,joyful,30-35,18 years ago,"I'm an NC45 in MAC Select Tint and I love this blush. It looks absolutely un-natural in the pan, but the irony is that this blush gives me the most natural glow ever.  I'm not going to repeat all...",5.0,86%,4.3,4
13168,Blush - Exhibit A,violet978,30-35,18 years ago,"WOW, what a unique blush!! Bright red in the package, gorgeous on cheeks.  This is a product for people who like putting on makeup, and have time to spare.  it takes a few tries to get the...",5.0,86%,4.3,4
13169,Blush - Exhibit A,boomgurl,19-24,18 years ago,"Wow, Not gonna repeat all the wonderful raves, but just gotta pop in and say that it is shockingly bright brick red. Looks very natural on my medium olive skin. It is extremely pigmented and will...",5.0,86%,4.3,4
13170,Blush - Exhibit A,hollywood,44-55,18 years ago,"This was one of those products that I never would have purchased if it hadn't been for MUA.  The light hand is essential, but once you master that--you will get the most beautiful glow.  I use just...",5.0,86%,4.3,4
13171,Blush - Exhibit A,2Lauren2,19-24,18 years ago,Talk about bold! But don't let the color scare you. Just make sure you have a good brush (not a dense bristled one) and BLEND! I got this in a swap after *needing* it for so long. I'm glad it...,4.0,86%,4.3,4
13172,Blush - Exhibit A,DanielleWilliams,19-24,18 years ago,"I read the reviews here for Exhibit A before ordering and I'm glad I didn't base my purchase on the reviewers who were claiming this made them look clownish - If this was/is the case, it's because...",5.0,86%,4.3,4
13173,Blush - Exhibit A,CWAHED,36-43,18 years ago,"YUCK!!  I looked like a clown.  It is heavy and you can't manipulate it very much once it is on.  

I wanted to try a true red blush, it look horrible in the pan and then worse on me.",1.0,86%,4.3,4
13179,Blush - Exhibit A,pakirani,19-24,18 years ago,"Whoa! I never thought i'd be able to find a red blush that doesn't make me look like a clown! But this blush, which looks so friggin bright red-orange in the container, gives the perfect, natural...",5.0,86%,4.3,4
13180,Blush - Exhibit A,ashleybabes,19-24,18 years ago,This blush is unbelievable!  I seriously love it!  It is way scary in the package but on me it looks radiant...like I have been working out.  I think that maybe this one should have been called...,5.0,86%,4.3,4
13181,Blush - Exhibit A,meToo,36-43,18 years ago,"I have to agree with Minako.  Blush should not be that difficult.  To achieve a similar color, with not as much effort and concern about precision, I prefer Mac Frankly Scarlet.  I just can't make...",2.0,86%,4.3,4
13182,Blush - Exhibit A,cremebrulee,30-35,18 years ago,will take this LLL asian (LM W. Ivory and BB sand) ages to finish this!  Tricky to apply because if you use a heavier than feather-hand you  will  look clowny!  The right touch made melook like a...,4.0,86%,4.3,4
13183,Blush - Exhibit A,SparklingCrystal,25-29,18 years ago,"Sorry girls, but Minako said it cleverly. Funny, how just simply what she said made me go out to the drugstore and pick the brighest, ugliest, strongest-color looking blush and try that. I picked...",1.0,86%,4.3,4
13184,Blush - Exhibit A,FoXyKiTten01,Under 18,18 years ago,beautiful! love this blush! makes this asian MAC NC20 look alive! hehe. simply beautiful. another great blush by nars. I probably wouldn't buy again since it only takes a TINY TINY bit to get a...,5.0,86%,4.3,4
13185,Blush - Exhibit A,LanaLang,19-24,18 years ago,"This is my <b>favourite</b> blush!!!  It last all day long.  Looks completely natural on my NC25, MMM, w/ yellow undertone skin. I also love how you only have to use a tiny little bit of the blush...",5.0,86%,4.3,4
13186,Blush - Exhibit A,oneofmylies99,Under 18,18 years ago,"This is a beautiful and unique color. I'm a warm toned mmm and this gives me a nice warm flush when applied very lightly. I can't really describe this color on, it's not rosey, pinky or orange. I...",4.0,86%,4.3,4
13187,Blush - Exhibit A,scarlet773,25-29,18 years ago,I kept passing this by because it just looked so very scary.. How could this possibly work i thought. Finally tried it out. Wow!! amazing. I have pale skin with yellow undertones and this works for...,5.0,86%,4.3,4
13188,Blush - Exhibit A,DeedeeL,,18 years ago,"I'm a MMM and no problem at all applying this- it's absolutely gorgeous. Not sure about the big deal on application. I just use a regular blush brush, and dab it on the product, then swipe it...",5.0,86%,4.3,4
13194,Blush - Exhibit A,ncdecolover,44-55,18 years ago,"A hugely dramatic color!  I love it but as most other reviewers have said, it must be applied with a _very_ light hand or you'll look like a clown (or a monkey).  FYI--I'm real fair but this color...",5.0,86%,4.3,4
13195,Blush - Exhibit A,chowrie,19-24,18 years ago,"This is a matte, red orange blush with very intense pigmentation.  You need a very very very light hand with this.  It is easy to over apply this so a very light touch on the blush with a blush...",5.0,86%,4.3,4
13196,Blush - Exhibit A,chriseldita,19-24,18 years ago,"I LOVE this product! My skin is quite fair and if I dab this on lightly and blend with my Cat Kabuki brush, it looks as though I just had a long workout. I've also never been so complimented on my...",5.0,86%,4.3,4
13197,Blush - Exhibit A,minako,19-24,18 years ago,"I am sorry to be so harsh, but I am being honest. Blushes have to be purchased for EASY APPLICATION, not something that's insanely-condensed, and you have to have a 7-step method to apply for...",1.0,86%,4.3,4
13198,Blush - Exhibit A,annas,19-24,18 years ago,"I don't ever need to buy this product again (unless I lose it)because there is no way that I will ever run out.  I just barely touch my brush to the blush, and there's enough color to warm up both...",5.0,86%,4.3,4
13199,Blush - Exhibit A,peekab00,25-29,18 years ago,I really wanted to love this..but the color was just too intense. I have a yellow toned medium asian complexion and the color when applied veeeery lightly it did look great..but that was the whole...,3.0,86%,4.3,4
13200,Blush - Exhibit A,nars37,Under 18,18 years ago,"so scary looking and clownish looking, but if applied VERY VERY lightly, looks incredible. Just remember to lightly dab on brush. DO NOT sweep across or you will look like a monkey.",4.0,86%,4.3,4
13201,Blush - Exhibit A,sweetsmell,19-24,18 years ago,"I love the effect it gives, but you've got to have patience!  As others have said, you must barely touch the brush to the cake and then make sure to blend well.  If you do this, you'll end up with...",5.0,86%,4.3,4
13202,Blush - Exhibit A,msp12,,18 years ago,"Reviewers below have excellent insticts: Exh. A works marvelously on darker-skinned ladies, whether applied lightly or to create dramatic contour. I was always under the impression that I needed...",5.0,86%,4.3,4
13203,Blush - Exhibit A,aznfayeth,19-24,18 years ago,My first NARS blush!  I had such high hopes but this is very hard to blend and difficult to get the right amount of color on your cheeks since it's very pigmented.  I've discovered that the best...,4.0,86%,4.3,4
13209,Blush - Exhibit A,balenciaga,,18 years ago,"Swoon.

The infamous Orange Ass is not Orange Ass at all!  It's a beautiful rosy flush...I adore this so much.  I'm a very PPP, so a very light touch is definitely required, but it looks...",4.0,86%,4.3,4
13210,Blush - Exhibit A,peridot7,44-55,18 years ago,Sooo glad I took the plunge and bought this blush based on the recs here on the board.  This is probably my favorite blush of all time.  As everyone else said it's a very unusual scary shade in the...,5.0,86%,4.3,4
13211,Blush - Exhibit A,stevictoire,30-35,18 years ago,"Looks very scary in the pan, bright red-orange, no shimmer.  But applied lightly, it is gorgeous, it gave me such a healthy flush.  I thought the flush seemed more ""natural"" on me, because it...",5.0,86%,4.3,4
13212,Blush - Exhibit A,kdm148,19-24,18 years ago,"Very sexy color that when used lightly looks like you've been in the Havana heat all day long!  Even looks good on the fair skinned, but I have a feeling that it would look even better on those...",4.0,86%,4.3,4
13213,Blush - Exhibit A,Helen,,18 years ago,I was introduced to this blush by the NARS MA who really thought I should try it. Application tip--this blush needs to be used with a very soft silky brush so that it gives you a sheer brightening...,4.0,86%,4.3,4
13214,Blush - Exhibit A,CarolynF,30-35,18 years ago,"Okay, but this screams orange in the compact, and let me say I can where nothing orange.  BUT, when you put it on, it gives you this ""just came out of the cold"" glow.  It is gorgeous on.  I am MAC...",5.0,86%,4.3,4
13215,Blush - Exhibit A,jennyb,30-35,18 years ago,"A fabulous blush I would never have dared try if it hadn't had such rave reviews here. Even then, I made the Nars MA test-apply it to me before purchase to double-check. This is an orange-toned red...",5.0,86%,4.3,4
13216,Blush - Exhibit A,laurilauri,25-29,18 years ago,"i got sucked into the hype and decided to try this.  even when i applied it *very* lightly, i still felt like it was too noticable.  i could see how it would be beautiful on other skintones but it...",3.0,86%,4.3,4
13217,Blush - Exhibit A,raetana,25-29,18 years ago,"I have an eye for bright colors,and this one screamed out""BUY ME"", at the counter.Unfortunatly it screamed even louder on my face.
You really need a light hand with this blush it's extremly easy...",3.0,86%,4.3,4
13218,Blush - Exhibit A,silverbutterfly,19-24,18 years ago,"I really like this blush.  It is VERY scary in the compact, but looks wonderful on my PPP yellow-toned skin.  I am really excited about this blush. You do have to make sure that you wipe alot of it...",5.0,86%,4.3,4
13224,Blush - Exhibit A,proflady,30-35,18 years ago,"Yes, I am a cool-toned PPP and I can wear this. (falls over in shock!) I would never have purchased this had it not been for the enthusiasm on the boards and the very specific instructions that...",4.0,86%,4.3,4
13225,Blush - Exhibit A,bumble,25-29,18 years ago,"Okay I got sucked in too! And, I'm not sorry that I did, because I think this blush is gorgeous. Again, application is key - do NOT generously swipe your brush across this. Build up slowly - I...",5.0,86%,4.3,4
13226,Blush - Exhibit A,dblaze,30-35,18 years ago,"Yep, I had to jump on the bandwagon for this, just because it was new, different, and 'controversial'! :-)  I am really glad that I did!  For once, an impulse purchase that wasn't a dud.  I'm...",5.0,86%,4.3,4
13227,Blush - Exhibit A,dana,19-24,18 years ago,"Absolutely gorgeous color.  This color will work on everyone, from light to pale, but, not if  you can't handle any form of orange on the face. The blush is orange.  Now settle down, it's not like...",5.0,86%,4.3,4
13228,Blush - Exhibit A,NYgirl,19-24,18 years ago,You've got to be kidding! This is a very dark red/orange blush that scared me when I first saw it. I couldn't imagine who on earth would want to wear this ridiculous color. I figured that maybe I...,1.0,86%,4.3,4
13229,Blush - Exhibit A,JGardella,19-24,18 years ago,"WOW!!!!! This is bright!!!!! This is a very bright, dark reddish orange. It looks really scary in the compact. If you apply it VERY lightly than you might be able to get this to work for you but...",2.0,86%,4.3,4
13230,Blush - Exhibit A,lilylotus,,18 years ago,"This blush gets great reviews but I had a different experience. I would say that it is VERY easy to put too much of this blush on as it is VERY highly pigmented. No matter how little I applied, I...",2.0,86%,4.3,4
13231,Blush - Exhibit A,Loveday,30-35,18 years ago,"I just got this blush from Sephora and, though it looks really scarey in the pot, it actually looks really nice if VERY lightly applied HIGH on the cheekbones. It's a good blush to wear with a true...",4.0,86%,4.3,4
13232,Blush - Exhibit A,sanrosee,19-24,18 years ago,"At first glance, this blush screams, ""Run Away!""....or maybe, ""Run Away and join a cirus.""  Anyway, It's actually lovely.  Gives a warm glow.  It's densely pigmented though so be careful the first...",4.0,86%,4.3,4
13233,Blush - Exhibit A,lipstick,25-29,18 years ago,I was in Barney's today snooping around the NARS counter. The MA tried Exhibit A on me & it is absolutely fabulous! Lights up my entire face. It looks SHRIEKING RED/ORANGE in the pan but it just...,5.0,86%,4.3,4
13239,Blush - Exhibit A,blushfiend,19-24,18 years ago,"When i first saw the colour on MUA, i was shocked. A bold, bright orange! But when i went down to Nars i couldn't resist trying and i love it. A light dusting of it makes my cheeks look pink and...",4.0,86%,4.3,4
13241,Blush - Luster,Scarski,25-29,2 years ago,"I actually really like this blush, unfortunately mine had cracked and gone everywhere. As much as I like this, there are others, I.e: Taj Mahal, Gina, liberte which I reach more for. Before I got...",4.0,88%,4.2,4
13242,Blush - Luster,mimirox,44-55,3 years ago,I purchased this a few years ago but just kept in storage because it wasn't working for me at the time.  It didn't show up on my face pretty much and probably using the wrong blush.  Maybe my...,5.0,88%,4.2,4
13243,Blush - Luster,Aritzia,19-24,3 years ago,I feel like this is what I wanted Orgasm to be. This is just the perfect peachy and bronzy blush that I can put on by itself and totally skip bronzer and highlight as this already works as all...,5.0,88%,4.2,4
13244,Blush - Luster,sadorange,19-24,4 years ago,"Now that summer is upon us, it's time for all the warm, bronze-y eyeshadow palettes and face products to come out and shine! NARS Luster is undoubtedly my go-to blush when the weather starts to get...",5.0,88%,4.2,4
13245,Blush - Luster,kittyspock,30-35,5 years ago,If you have red hair (which I don't) please try this blush. It is amazing on redheads!!!!  Wears well with natural makeup or a smoky eye or a warm red lip. Nars always makes beautiful blush and a...,5.0,88%,4.2,4
13246,Blush - Luster,Christalexsha,25-29,5 years ago,I really like this blush (my first NARS blush btw). It's quite subtle on my nc44/45 skin (I also use NARS luminous weightless in syracuse and cadiz mixed for winter; cadiz alone in summer). I...,4.0,88%,4.2,4
13247,Blush - Luster,giggles292,30-35,5 years ago,I LOVE LOVE LOVE THIS NARS BLUSH!!!! This is my favorite everyday blush that I can't live without. If I could only have two blushes in my collection for the rest of my life (I can't pick one) it...,5.0,88%,4.2,4
13248,Blush - Luster,Cat1104,,5 years ago,This is one of my favorite blushes for summertime. It has a beautiful warm glowy finish. My skintone is fairly neutral; I'm around NC20 (very light olive complexion with a mixture of pink and...,5.0,88%,4.2,4
13249,Blush - Luster,eek123,25-29,6 years ago,"Both my sister and I think this is the most beautiful blush on the market. I have olive golden skin and she has a medium, warm skin tone and this looks divine in both. Finely milled shimmer and a...",5.0,88%,4.2,4
13250,Blush - Luster,JohannaJeannett,19-24,6 years ago,"When I went to Sephora to swatch it, the color was so beautifully pigmented. This is the type of blush that can pass as a highlighter as well. Of course, it was out of stock per usual. Ordered it...",2.0,88%,4.2,4
13256,Blush - Luster,littlestickmen,19-24,6 years ago,My absolute HG blusher. I have a yellow undertone/ a little olive complexion and this blush is so flattering. I see it being pretty flattering on most skin types as well. The colour is some sort...,5.0,88%,4.2,4
13257,Blush - Luster,Asianlily,30-35,6 years ago,"I must admit, I have not gravitated towards blushes for a long time. More recently I've been obsessed with red lipsticks and anything Tom Ford. I digress. I saw Shameless Fripperies post a photo of...",4.0,88%,4.2,4
13258,Blush - Luster,ginandjuice,36-43,6 years ago,"This blush is gorgeous!  

For reference I have fair neutral skin tone, Auburn hair and blue eyes.

This blush gives a beautiful, lit from within, glow to the cheeks with a wash of golden...",5.0,88%,4.2,4
13259,Blush - Luster,scarski91,19-24,7 years ago,"10th November 2015

I still love this blusher. This despite being described as a sheer golden apricot, appears somewhat pinkish on me. Not in a unhealthy ruddy pink, a healthy glow kind of way....",5.0,88%,4.2,4
13260,Blush - Luster,Ravey,25-29,7 years ago,"Luster is just absolutely my favorite everyday blush color. For the record, I am somewhere in between NC10 and NC15, so quite pale. Luster looks really sort of boring in the pan, but on your cheeks...",5.0,88%,4.2,4
13261,Blush - Luster,cloz90,25-29,7 years ago,"FAVOURITE BLUSH OF ALL TIME. I own six other nars blushes. Luster is my favourite, however does not go with every makeup look. So I would recommend this one and pink based blush like deep throat or...",5.0,88%,4.2,4
13262,Blush - Luster,CountessOfPerth,19-24,7 years ago,I am a peach blush addict and I am so happy to have this in my collection after nearly a year of lusting (no pun intended!) after it. This is a gorgeous warm apricot with gold shimmer; it's...,5.0,88%,4.2,4
13263,Blush - Luster,miamarcakis,30-35,7 years ago,This is too light for my skin and barely shows up. I was disappointed with it for my skin but would recommend it for very fair skin. ,2.0,88%,4.2,4
13264,Blush - Luster,stilagrrrl,30-35,7 years ago,"I wavered on buying Luster for years because whenever I looked at it in the pan, I didn't think there was any way it would work for me - it's a warm, almost terracotta shade that I thought for sure...",4.0,88%,4.2,4
13265,Blush - Luster,beautyjunkie2012,36-43,7 years ago,For reference I'm a nc45. I use luster as a highlighter along my cheekbones when I'm using my matte bronzer. I use a very light hand and apply it using Bobbi Brown's sheer brush. If I get too...,5.0,88%,4.2,4
13271,Blush - Luster,KBru,19-24,7 years ago,"I bought this about a month ago and have rarely touched another blush since. The shimmer is not overly done but still shows. I have very fair skin and it is a great peachy pink, leaning much more...",5.0,88%,4.2,4
13272,Blush - Luster,sroben,19-24,8 years ago,"This is my HG, go-to blush! I absolutely love the color of it - I use it every single day, but it's especially great in the summer when I'm a little bit more tan. This will definitely give you a...",5.0,88%,4.2,4
13273,Blush - Luster,tamineseoud,19-24,8 years ago,"It is my first NARS blush and I really like it, I've been wearing almost everyday since I bought it! The only down side for me it's because I'm very pale (MAC N15) I don't think it looks good on...",5.0,88%,4.2,4
13274,Blush - Luster,chinkci,19-24,8 years ago,This is my first Nars blush and I am happy to say that I am in love with it! I didn't want to buy Orgasm or Deep Throat because I felt that they were too overrated and not that special so I...,4.0,88%,4.2,4
13275,Blush - Luster,jesssicupcake,19-24,8 years ago,"This is my go-to blush. Despite being a light, almost neutral color in the pan, it applies almost peachy pink on my complexion. It's such a beautiful, flattering, brightening color that's perfect...",5.0,88%,4.2,4
13276,Blush - Luster,channingto,19-24,8 years ago,A gorgeous bronzey peach color on my skin. I am NC32 warm toned. This has a nice sheen on my cheeks and shows up subtle but gorgeous.  Love the texture and payoff of this blush. One of my favorite...,5.0,88%,4.2,4
13277,Blush - Luster,marisol24,30-35,8 years ago,"I wanted to love this blush but it is too similar to my NYX terracotta, which is way more pigmented IMO. Nars Luster accentuated my pores and made me look too orangey, and I usually like orange...",2.0,88%,4.2,4
13278,Blush - Luster,chocolaterocks12,19-24,8 years ago,this is the first nars blush i bought and i love it so much! its a beautiful peachy apricot shade with golden shimmer. it looks nothing special in the pan but it looks SO pretty when you apply it...,5.0,88%,4.2,4
13279,Blush - Luster,squirrelXetiquette,30-35,8 years ago,"I think Luster gives the perfect depth, colourwise, to your cheeks. The slightly shimmery, bronzey colour looks gorgeous on olive-coloured skin. I use Luster as my go to blush when i want to keep...",5.0,88%,4.2,4
13280,Blush - Luster,sweetascocoa,25-29,8 years ago,"I received this in a swap, and I use it to highlight my cheekbones.  It's much more flattering than Albatross, for highlighting. 
I'm NC50. 
UPDATE
I just had to update this review, because the...",5.0,88%,4.2,4
13286,Blush - Luster,pimpi84,25-29,8 years ago,"I was curious to try a Nars blush, so I spent half an hour trying several blushes, and when I saw it, I fell in love immediatly! It occurred in October 2011 and now I can see the pan.... I am a MAC...",5.0,88%,4.2,4
13287,Blush - Luster,yulsgules,19-24,8 years ago,I was really excited about this blush but it really disappointed me because I had such high hopes for it since I own Orgasm and it's amazing. I have extremely fair skin (I'm like the lightest shade...,2.0,88%,4.2,4
13288,Blush - Luster,appletea,25-29,8 years ago,"This was a Christmas present to myself; normally I stick to NYX blushes and find that they work just fine for me. However, I became enamored of the color and when I received my Sephora coupon in...",5.0,88%,4.2,4
13289,Blush - Luster,dddoxie,30-35,8 years ago,"This is one of my most reached-for nude blushes.  this has a beautiful golden sheen that isn't too overpowering like some other NARS blushes I know. **ahem, Orgasm**

Makes me look polished and...",5.0,88%,4.2,4
13290,Blush - Luster,superxjessica,19-24,8 years ago,"Best. Blush. Ever

This was my first high-end blush that I bet after I realized my Maybelline Apricot colored blush had super weak lasting power. So glad I decided to purchase Luster. I'm not the...",5.0,88%,4.2,4
13291,Blush - Luster,italiana800,19-24,8 years ago,"I love this blush! I have Orgasm & Deep throat, I like this one much better for everyday use. This color looks totally different on skin than it does in the pan. This is like a peachy apricot with...",5.0,88%,4.2,4
13292,Blush - Luster,samiiyo,19-24,8 years ago,This was my first high end blush and I'm really glad I picked it up. It's rather unassuming as I feel like not many people talk about it and the color isn't spectacular in the pan. I picked it up...,5.0,88%,4.2,4
13293,Blush - Luster,NativeNewyorker,56 & Over,8 years ago,"A few years ago I was looking for a blush that would really work for me. I didn't want to settle. I knew all about Orgasm and Super Orgasm, but they looked way too pink on my NW25 skin.  I found...",5.0,88%,4.2,4
13294,Blush - Luster,rachelleanita,25-29,8 years ago,"Don't let this color fool you, it can look good on any skin tone.  I am very pale and typically wear pinks or peachy pinks but this color look awesome on me.  It has a warm, apricot tone that seems...",5.0,88%,4.2,4
13295,Blush - Luster,ImYourFavoriteDrug,25-29,8 years ago,"On my fair, warm toned skin, this shade is incredibly flattering. It is not too orange and it just gives me a look of good health. I love it.",5.0,88%,4.2,4
13301,Blush - Luster,tdhx0,19-24,8 years ago,A beautiful peachy color with gold highlight in it. It looks so gorgeous on and makes my cheeks look luminous. I can't go out without at least applying this blush and mascara,5.0,88%,4.2,4
13302,Blush - Luster,5hirley,19-24,8 years ago,"This product is amazing. When swatched, it appears to look like a light coral with a golden sheen, perfect for a highlighter. However, when applied to the face, that's when the coral really pops....",5.0,88%,4.2,4
13303,Blush - Luster,serenechew,30-35,8 years ago,"As an asian with nc25 skin, Luster works great on me. It is peachy with some sheen to it. I normally use it for day time as the bronzy tone looks sporty. It's like the sun hits me at the right...",5.0,88%,4.2,4
